,age,c_weight,course,date,field,head_count,horse_name,j_weight,jackie,odds,popu,race,race_name,rank,sex,trainerA,trainerB,weight,year
20080101041212,4,-2,芝1200m,8/24(日),札幌,16頭,ネバーチェンジ,57.0,武幸,48.4,13,12R,３歳上５００万下,13,牡,栗東,鹿戸明,486,2008.0
20080101041213,5,+8,芝1200m,8/24(日),札幌,16頭,アトス,55.0,△三浦,124.1,16,12R,３歳上５００万下,14,牡,美浦,内藤,440,2008.0
20080101041214,4,+14,芝1200m,8/24(日),札幌,16頭,ハギノルチェーレ,55.0,四位,11.9,4,12R,３歳上５００万下,15,牝,栗東,松永幹,482,2008.0
20080101041215,3,+22,芝1200m,8/24(日),札幌,16頭,ユキノサッシュ,52.0,秋山,26.0,8,12R,３歳上５００万下,16,牝,栗東,羽月,416,2008.0
20080101050100,2,-2,ダ1000m,8/30(土),札幌,8頭,リッカアリュール,54.0,岩田,17.6,4,1R,２歳未勝利,1,牡,栗東,鶴留,464,2008.0
20080101050101,2,+10,ダ1000m,8/30(土),札幌,8頭,トーセンモンローズ,54.0,安藤勝,7.1,3,1R,２歳未勝利,2,牡,美浦,成島,508,2008.0
20080101050102,2,+8,ダ1000m,8/30(土),札幌,8頭,ディアテクノバトル,51.0,▲丸田,3.1,2,1R,２歳未勝利,3,牡,美浦,高橋裕,504,2008.0
20080101050103,2,-6,ダ1000m,8/30(土),札幌,8頭,ババロア,54.0,武幸,21.0,5,1R,２歳未勝利,4,牡,栗東,浅見,466,2008.0
20080101050104,2,-2,ダ1000m,8/30(土),札幌,8頭,ゼットホーオー,53.0,☆三浦,21.2,6,1R,２歳未勝利,5,牡,栗東,山内,452,2008.0
20080101050105,2,+2,ダ1000m,8/30(土),札幌,8頭,コード,51.0,▲荻野琢,168.0,8,1R,２歳未勝利,6,牡,美浦,高松,468,2008.0
20080101050106,2,0,ダ1000m,8/30(土),札幌,8頭,ワンダープリマ,54.0,小林徹,34.4,7,1R,２歳未勝利,中止,牝,栗東,佐藤正,450,2008.0
20080101050107,2,0,ダ1000m,8/30(土),札幌,8頭,メリュジーヌ,54.0,四位,1.7,1,1R,２歳未勝利,失格,牝,栗東,昆,442,2008.0
20080101050200,2,-2,芝1200m,8/30(土),札幌,6頭,ラブチャーミー,54.0,秋山,16.1,5,2R,２歳未勝利,1,牝,栗東,須貝彦,444,2008.0
20080101050201,2,+18,芝1200m,8/30(土),札幌,6頭,テイエムオーロラ,54.0,池添,3.0,2,2R,２歳未勝利,2,牝,栗東,五十嵐,452,2008.0
20080101050202,2,-4,芝1200m,8/30(土),札幌,6頭,ワニタレスタリ,54.0,横山典,1.6,1,2R,２歳未勝利,3,牝,美浦,境征,466,2008.0
20080101050203,2,0,芝1200m,8/30(土),札幌,6頭,キリエ,54.0,藤岡佑,7.8,3,2R,２歳未勝利,4,牝,栗東,池江郎,392,2008.0
20080101050204,2,+2,芝1200m,8/30(土),札幌,6頭,ハニーインチーフ,54.0,大野,74.2,6,2R,２歳未勝利,5,牝,美浦,松永康,430,2008.0
20080101050205,2,0,芝1200m,8/30(土),札幌,6頭,ラストダンス,53.0,☆北村友,12.3,4,2R,２歳未勝利,6,牝,栗東,岩元,462,2008.0
20080101050300,3,+6,ダ1000m,8/30(土),札幌,12頭,アムネリス,53.0,☆的場,2.9,2,3R,３歳未勝利,1,牝,美浦,本郷,468,2008.0
20080101050301,3,-2,ダ1000m,8/30(土),札幌,12頭,コウヨウサルート,55.0,☆三浦,1.9,1,3R,３歳未勝利,2,牡,美浦,菅原,534,2008.0
20080101050302,3,+10,ダ1000m,8/30(土),札幌,12頭,アメリカンヒロイン,54.0,津村,19.8,5,3R,３歳未勝利,3,牝,美浦,石栗,454,2008.0
20080101050303,3,+22,ダ1000m,8/30(土),札幌,12頭,ピーカブー,54.0,横山典,9.9,3,3R,３歳未勝利,4,牝,美浦,大江原,448,2008.0
20080101050304,3,+4,ダ1000m,8/30(土),札幌,12頭,ヒマワリスマイル,54.0,武幸四,69.2,9,3R,３歳未勝利,5,牝,栗東,本田,440,2008.0
20080101050305,3,0,ダ1000m,8/30(土),札幌,12頭,ラバーズトウショウ,51.0,▲丸田,58.6,8,3R,３歳未勝利,6,牝,美浦,小笠,456,2008.0
20080101050306,3,0,ダ1000m,8/30(土),札幌,12頭,シンメトリーアート,55.0,☆北村友,24.9,7,3R,３歳未勝利,7,牡,栗東,崎山,476,2008.0
20080101050307,3,+2,ダ1000m,8/30(土),札幌,12頭,マヤノアンズ,54.0,松田,13.3,4,3R,３歳未勝利,8,牝,栗東,梅内,438,2008.0
20080101050308,3,+2,ダ1000m,8/30(土),札幌,12頭,ボイスオブゴッド,56.0,長谷川,134.4,11,3R,３歳未勝利,9,牡,栗東,西浦,458,2008.0
20080101050309,3,+6,ダ1000m,8/30(土),札幌,12頭,カシマジュリアン,54.0,鈴来,221.4,12,3R,３歳未勝利,10,牝,美浦,佐藤全,418,2008.0
20080101050310,3,+4,ダ1000m,8/30(土),札幌,12頭,エイトスター,56.0,岩田,23.7,6,3R,３歳未勝利,11,牡,美浦,南田,514,2008.0
20080101050311,3,-2,ダ1000m,8/30(土),札幌,12頭,テイクシックス,54.0,菊沢,116.5,10,3R,３歳未勝利,12,牝,美浦,天間,454,2008.0
20080101050400,2,0,芝1500m,8/30(土),札幌,12頭,メイショウイエミツ,54.0,藤田,10.9,5,4R,２歳新馬,1,牡,栗東,安田伊,506,2008.0
20080101050401,2,0,芝1500m,8/30(土),札幌,12頭,ナンヨーアイドル,54.0,安藤勝,2.7,1,4R,２歳新馬,2,牡,栗東,領家,468,2008.0
20080101050402,2,0,芝1500m,8/30(土),札幌,12頭,トップゾーン,54.0,池添,31.7,11,4R,２歳新馬,3,牡,栗東,境直,454,2008.0
20080101050403,2,0,芝1500m,8/30(土),札幌,12頭,コスモクリスタル,54.0,津村,7.5,4,4R,２歳新馬,4,牝,栗東,田所秀,466,2008.0
20080101050404,2,0,芝1500m,8/30(土),札幌,12頭,ウメムスメ,54.0,四位,19.8,9,4R,２歳新馬,5,牝,美浦,田中清,476,2008.0
20080101050405,2,0,芝1500m,8/30(土),札幌,12頭,ヒカルジョディー,54.0,秋山,13.7,7,4R,２歳新馬,6,牡,栗東,中尾秀,470,2008.0
20080101050406,2,0,芝1500m,8/30(土),札幌,12頭,サトノミラクル,53.0,☆的場,11.3,6,4R,２歳新馬,7,牡,美浦,的場,478,2008.0
20080101050407,2,0,芝1500m,8/30(土),札幌,12頭,タツオーラ,54.0,岩田,6.2,2,4R,２歳新馬,8,牝,美浦,高市,478,2008.0
20080101050408,2,0,芝1500m,8/30(土),札幌,12頭,アンディーフロイデ,54.0,武幸,6.3,3,4R,２歳新馬,9,牝,栗東,安田隆,444,2008.0
20080101050409,2,0,芝1500m,8/30(土),札幌,12頭,フィータス,54.0,大野,16.1,8,4R,２歳新馬,10,牡,美浦,菅原,440,2008.0
20080101050410,2,0,芝1500m,8/30(土),札幌,12頭,マッキーアイアン,54.0,梶,132.8,12,4R,２歳新馬,11,牝,栗東,梅田康,446,2008.0
20080101050411,2,0,芝1500m,8/30(土),札幌,12頭,ザバトルクラシック,54.0,横山典,27.9,10,4R,２歳新馬,12,牡,栗東,矢作,482,2008.0
20080101050500,3,0,ダ1700m,8/30(土),札幌,13頭,ラクシュミーギャル,54.0,藤田,5.2,2,5R,３歳未勝利,1,牝,栗東,清水出,494,2008.0
20080101050501,3,-2,ダ1700m,8/30(土),札幌,13頭,ホクセツマウンテン,55.0,☆北村友,11.5,6,5R,３歳未勝利,2,牡,栗東,宮本,448,2008.0
20080101050502,3,+14,ダ1700m,8/30(土),札幌,13頭,プリンチパーレ,55.0,☆三浦,8.1,4,5R,３歳未勝利,3,牡,栗東,中竹,526,2008.0
20080101050503,3,+2,ダ1700m,8/30(土),札幌,13頭,バーチャルウォーズ,53.0,▲丸田,6.3,3,5R,３歳未勝利,4,牡,美浦,宗像,476,2008.0
20080101050504,3,+2,ダ1700m,8/30(土),札幌,13頭,プルチェラ,54.0,五十冬,74.6,10,5R,３歳未勝利,5,牝,栗東,岡田,444,2008.0
20080101050505,3,0,ダ1700m,8/30(土),札幌,13頭,スカイラプター,56.0,大野,44.2,9,5R,３歳未勝利,6,牡,美浦,鈴木勝,470,2008.0
20080101050506,3,+6,ダ1700m,8/30(土),札幌,13頭,デルマビーナス,54.0,藤岡佑,2.3,1,5R,３歳未勝利,7,牝,栗東,作田,450,2008.0
20080101050507,3,0,ダ1700m,8/30(土),札幌,13頭,アドマイヤワイド,54.0,岩田,8.8,5,5R,３歳未勝利,8,牝,栗東,橋田,450,2008.0
20080101050508,3,-2,ダ1700m,8/30(土),札幌,13頭,メイショウエビス,56.0,千田,111.1,12,5R,３歳未勝利,9,牡,栗東,増本,482,2008.0
20080101050509,3,+4,ダ1700m,8/30(土),札幌,13頭,ベートーヴェン,56.0,郷原,100.2,11,5R,３歳未勝利,10,牡,美浦,蛯名,492,2008.0
20080101050510,3,-4,ダ1700m,8/30(土),札幌,13頭,ホッカイドゥムカ,54.0,古川,25.6,7,5R,３歳未勝利,11,牝,美浦,土田,506,2008.0
20080101050511,3,+6,ダ1700m,8/30(土),札幌,13頭,ユウターボーイ,56.0,武幸四,31.8,8,5R,３歳未勝利,12,牡,栗東,佐藤正,428,2008.0
20080101050512,3,+12,ダ1700m,8/30(土),札幌,13頭,トウショウジェイド,56.0,宮崎光,129.6,13,5R,３歳未勝利,13,牡,美浦,浅野,478,2008.0
20080101050600,3,+2,芝2000m,8/30(土),札幌,16頭,ダッシュアキチャン,54.0,岩田,2.0,1,6R,３歳未勝利,1,牝,美浦,内藤,434,2008.0
20080101050601,3,+6,芝2000m,8/30(土),札幌,16頭,ニューヨーカー,55.0,☆北村友,6.1,3,6R,３歳未勝利,2,牡,美浦,和田,458,2008.0
20080101050602,3,-8,芝2000m,8/30(土),札幌,16頭,シンボリザックス,56.0,津村,28.7,8,6R,３歳未勝利,3,牡,美浦,岩戸,520,2008.0
20080101050603,3,-4,芝2000m,8/30(土),札幌,16頭,アストレアピース,54.0,横山典,5.4,2,6R,３歳未勝利,4,牝,美浦,鈴木伸,402,2008.0
20080101050604,3,+2,芝2000m,8/30(土),札幌,16頭,ローランブロウ,56.0,武英,57.6,11,6R,３歳未勝利,5,牡,美浦,河野,504,2008.0
20080101050605,3,0,芝2000m,8/30(土),札幌,16頭,ミネルヴァアイ,54.0,藤岡佑,50.3,10,6R,３歳未勝利,6,牝,栗東,庄野,414,2008.0
20080101050606,3,-2,芝2000m,8/30(土),札幌,16頭,タイセイボナンザ,55.0,☆三浦,14.3,4,6R,３歳未勝利,7,牡,美浦,菊川,474,2008.0
20080101050607,3,+24,芝2000m,8/30(土),札幌,16頭,タツキセキ,54.0,五十冬,43.1,9,6R,３歳未勝利,8,牝,美浦,高市,494,2008.0
20080101050608,3,+24,芝2000m,8/30(土),札幌,16頭,ナナツダチ,54.0,斉藤正,76.9,13,6R,３歳未勝利,9,牝,美浦,杉浦,490,2008.0
20080101050609,3,0,芝2000m,8/30(土),札幌,16頭,ジェイケイクリス,54.0,藤田,23.9,7,6R,３歳未勝利,10,牝,美浦,坂本,466,2008.0
20080101050610,3,+10,芝2000m,8/30(土),札幌,16頭,ショウナンガーベ,53.0,▲丸田,14.7,5,6R,３歳未勝利,11,セ,美浦,二ノ宮,450,2008.0
20080101050611,3,-8,芝2000m,8/30(土),札幌,16頭,ゴールドバルザック,56.0,武幸,15.9,6,6R,３歳未勝利,12,牡,栗東,松永幹,492,2008.0
20080101050612,3,0,芝2000m,8/30(土),札幌,16頭,オジジアンクリス,54.0,四位,61.0,12,6R,３歳未勝利,13,牝,美浦,阿部,414,2008.0
20080101050613,3,-10,芝2000m,8/30(土),札幌,16頭,スズシルフ,54.0,松田,183.6,16,6R,３歳未勝利,14,牝,美浦,本間,396,2008.0
20080101050614,3,0,芝2000m,8/30(土),札幌,16頭,ニシノグレキング,56.0,宮崎光,87.6,14,6R,３歳未勝利,15,セ,美浦,武藤,458,2008.0
20080101050615,3,0,芝2000m,8/30(土),札幌,16頭,シャトーノワール,51.0,▲荻野琢,143.0,15,6R,３歳未勝利,16,牝,栗東,松田博,446,2008.0
20080101050700,4,+2,ダ1700m,8/30(土),札幌,13頭,ニシノナデシコ,55.0,藤田,11.7,4,7R,３歳上５００万下,1,牝,美浦,武藤,458,2008.0
20080101050701,5,+10,ダ1700m,8/30(土),札幌,13頭,ミンナシアワセ,55.0,古川,83.4,9,7R,３歳上５００万下,2,牝,美浦,土田,488,2008.0
20080101050702,4,+10,ダ1700m,8/30(土),札幌,13頭,ブリュンヒルト,54.0,☆三浦,3.8,2,7R,３歳上５００万下,3,牝,栗東,加用,446,2008.0
20080101050703,4,-28,ダ1700m,8/30(土),札幌,13頭,ハニーフラッグ,52.0,▲荻野琢,128.4,11,7R,３歳上５００万下,4,牝,栗東,須貝彦,470,2008.0
20080101050704,3,-2,ダ1700m,8/30(土),札幌,13頭,ドンダケー,52.0,横山典,18.6,5,7R,３歳上５００万下,5,牝,美浦,萱野,446,2008.0
20080101050705,4,+10,ダ1700m,8/30(土),札幌,13頭,ワキノドライバー,55.0,岩田,22.6,7,7R,３歳上５００万下,6,牝,栗東,角居,480,2008.0
20080101050706,5,-2,ダ1700m,8/30(土),札幌,13頭,スズカゲラン,55.0,河北,224.1,12,7R,３歳上５００万下,7,牝,栗東,小野,464,2008.0
20080101050707,4,-2,ダ1700m,8/30(土),札幌,13頭,タガノレイヤード,55.0,安藤勝,21.8,6,7R,３歳上５００万下,8,牝,栗東,松田博,486,2008.0
20080101050708,3,-18,ダ1700m,8/30(土),札幌,13頭,サウスエンピリカル,52.0,菊沢,10.6,3,7R,３歳上５００万下,9,牝,栗東,藤原英,438,2008.0
20080101050709,4,-4,ダ1700m,8/30(土),札幌,13頭,ビートマイハート,52.0,▲丸田,255.7,13,7R,３歳上５００万下,10,牝,美浦,松永康,476,2008.0
20080101050710,3,-6,ダ1700m,8/30(土),札幌,13頭,メジロアリエル,52.0,長谷川,24.5,8,7R,３歳上５００万下,11,牝,美浦,大久洋,440,2008.0
20080101050711,4,0,ダ1700m,8/30(土),札幌,13頭,イエロープリマ,55.0,武幸,111.6,10,7R,３歳上５００万下,12,牝,美浦,中野栄,412,2008.0
20080101050712,3,+10,ダ1700m,8/30(土),札幌,13頭,テイエムクロカミ,52.0,池添,1.7,1,7R,３歳上５００万下,13,牝,栗東,柴田見,480,2008.0
20080101050800,4,+4,ダ1700m,8/30(土),札幌,13頭,ナムラマハラジャ,57.0,北村浩,8.9,5,8R,３歳上５００万下,1,牡,栗東,中村,488,2008.0
20080101050801,4,+4,ダ1700m,8/30(土),札幌,13頭,ギンギラギン,56.0,☆北村友,24.5,8,8R,３歳上５００万下,2,牡,栗東,音無,490,2008.0
20080101050802,6,-4,ダ1700m,8/30(土),札幌,13頭,ラガーチトセオー,57.0,安藤勝,5.8,3,8R,３歳上５００万下,3,牡,栗東,大久龍,466,2008.0
20080101050803,3,+4,ダ1700m,8/30(土),札幌,13頭,ファイナルジャッジ,54.0,松田,15.2,7,8R,３歳上５００万下,4,牡,栗東,五十嵐,462,2008.0
20080101050804,4,+10,ダ1700m,8/30(土),札幌,13頭,エアシャムス,57.0,藤岡佑,3.3,2,8R,３歳上５００万下,5,牡,美浦,伊藤正,516,2008.0
20080101050805,3,+4,ダ1700m,8/30(土),札幌,13頭,モエレジンダイコ,54.0,横山典,3.2,1,8R,３歳上５００万下,6,牡,美浦,大江原,466,2008.0
20080101050806,3,0,ダ1700m,8/30(土),札幌,13頭,ローランビゴラス,51.0,▲丸田,7.7,4,8R,３歳上５００万下,7,牡,栗東,崎山,474,2008.0
20080101050807,5,-18,ダ1700m,8/30(土),札幌,13頭,リネンヤクシン,57.0,池添,76.0,10,8R,３歳上５００万下,7,牡,美浦,南田,502,2008.0
20080101050808,3,+6,ダ1700m,8/30(土),札幌,13頭,カズノブライアン,51.0,▲荻野琢,14.9,6,8R,３歳上５００万下,9,牡,栗東,加藤敬,474,2008.0
20080101050809,4,-22,ダ1700m,8/30(土),札幌,13頭,ノボスコーピオ,56.0,☆的場,79.3,11,8R,３歳上５００万下,10,牡,美浦,柴田人,484,2008.0
20080101050810,3,+8,ダ1700m,8/30(土),札幌,13頭,デルマアルタイル,54.0,斉藤正,212.1,12,8R,３歳上５００万下,11,牡,美浦,石栗,490,2008.0
20080101050811,4,0,ダ1700m,8/30(土),札幌,13頭,ヒットトップガン,57.0,河北,54.4,9,8R,３歳上５００万下,12,牡,栗東,小野,456,2008.0
20080101050812,4,+6,ダ1700m,8/30(土),札幌,13頭,ヒドゥンアジェンダ,57.0,津村,277.5,13,8R,３歳上５００万下,13,牡,美浦,武市,472,2008.0
20080101050900,3,+8,ダ1700m,8/30(土),札幌,13頭,ナンヨーヒルトップ,54.0,藤田,4.3,2,9R,大雪ＨＣ,1,牡,美浦,小笠,492,2008.0
20080101050901,3,0,ダ1700m,8/30(土),札幌,13頭,ナムラハンター,55.0,横山典,2.1,1,9R,大雪ＨＣ,2,牡,栗東,松永昌,490,2008.0
20080101050902,6,-4,ダ1700m,8/30(土),札幌,13頭,エターナルスマイル,56.0,藤岡佑,13.7,5,9R,大雪ＨＣ,3,牡,美浦,斎藤誠,502,2008.0
20080101050903,6,+8,ダ1700m,8/30(土),札幌,13頭,ウエスタンリジ,53.0,的場,100.5,13,9R,大雪ＨＣ,4,セ,美浦,保田,520,2008.0
20080101050904,3,+18,ダ1700m,8/30(土),札幌,13頭,ピエナエイム,54.0,岩田,7.9,3,9R,大雪ＨＣ,5,牡,栗東,谷,484,2008.0
20080101050905,7,0,ダ1700m,8/30(土),札幌,13頭,ビッグクラウン,55.0,秋山,21.3,8,9R,大雪ＨＣ,6,牡,栗東,南井,508,2008.0
20080101050906,4,-2,ダ1700m,8/30(土),札幌,13頭,ヒシアスペン,53.0,郷原,85.8,12,9R,大雪ＨＣ,7,牝,栗東,佐山,490,2008.0
20080101050907,3,-16,ダ1700m,8/30(土),札幌,13頭,シルクレセプション,53.0,長谷川,44.4,10,9R,大雪ＨＣ,8,牡,栗東,中村,498,2008.0
20080101050908,7,0,ダ1700m,8/30(土),札幌,13頭,マルブツブラボー,53.0,古川,42.1,9,9R,大雪ＨＣ,9,牡,栗東,加用,432,2008.0
20080101050909,7,+8,ダ1700m,8/30(土),札幌,13頭,エドノドリーム,55.0,菊沢,62.6,11,9R,大雪ＨＣ,10,牡,美浦,内藤,454,2008.0
20080101050910,3,+2,ダ1700m,8/30(土),札幌,13頭,イチオカ,53.0,四位,20.6,7,9R,大雪ＨＣ,11,牡,栗東,安田隆,520,2008.0
20080101050911,6,-2,ダ1700m,8/30(土),札幌,13頭,トウショウアタック,54.0,松田,16.6,6,9R,大雪ＨＣ,12,牡,美浦,保田,470,2008.0
20080101050912,3,-4,ダ1700m,8/30(土),札幌,13頭,ケイアイプラウド,53.0,武幸,10.0,4,9R,大雪ＨＣ,13,牡,栗東,白井,478,2008.0
20080101051000,4,-6,芝1200m,8/30(土),札幌,16頭,フランシール,55.0,横山典,4.4,2,10R,まりも特別,1,牝,美浦,後藤,482,2008.0
20080101051001,4,-4,芝1200m,8/30(土),札幌,16頭,クレバーデューク,57.0,岩田,17.5,7,10R,まりも特別,2,牡,栗東,崎山,468,2008.0
20080101051002,5,-20,芝1200m,8/30(土),札幌,16頭,シベリアンヒート,57.0,津村,15.7,6,10R,まりも特別,3,牡,美浦,堀井,504,2008.0
20080101051003,4,+8,芝1200m,8/30(土),札幌,16頭,アースコマンダー,57.0,三浦,13.7,5,10R,まりも特別,4,牡,栗東,野元,474,2008.0
20080101051004,4,0,芝1200m,8/30(土),札幌,16頭,アンソロジー,55.0,秋山,2.6,1,10R,まりも特別,5,牝,栗東,中尾秀,444,2008.0
20080101051005,3,-2,芝1200m,8/30(土),札幌,16頭,スプリンガーハナコ,52.0,宮崎光,90.7,13,10R,まりも特別,6,牝,地方,角川秀,476,2008.0
20080101051006,5,+18,芝1200m,8/30(土),札幌,16頭,ナムラブーム,57.0,古川,43.0,11,10R,まりも特別,7,牡,栗東,福島,514,2008.0
20080101051007,7,+10,芝1200m,8/30(土),札幌,16頭,カシマワールド,57.0,鈴来,199.0,15,10R,まりも特別,8,牡,美浦,佐藤全,420,2008.0
20080101051008,4,0,芝1200m,8/30(土),札幌,16頭,ケイエスショーキ,57.0,藤田伸,105.4,14,10R,まりも特別,9,牡,栗東,高橋成,518,2008.0
20080101051009,5,+8,芝1200m,8/30(土),札幌,16頭,クリノエターナル,55.0,山口竜,212.8,16,10R,まりも特別,10,牝,美浦,内藤,482,2008.0
20080101051010,3,+6,芝1200m,8/30(土),札幌,16頭,バロンダンス,54.0,北村友,7.3,3,10R,まりも特別,11,牡,美浦,和田,422,2008.0
20080101051011,3,+6,芝1200m,8/30(土),札幌,16頭,ドンマルゴー,54.0,的場,26.7,9,10R,まりも特別,12,牡,栗東,崎山,456,2008.0
20080101051012,4,0,芝1200m,8/30(土),札幌,16頭,マーシャルソング,57.0,藤岡佑,27.6,10,10R,まりも特別,13,牡,美浦,萩原,474,2008.0
20080101051013,3,0,芝1200m,8/30(土),札幌,16頭,ヤスノヴィグラス,52.0,斉藤正,66.7,12,10R,まりも特別,14,牝,地方,佐久間,488,2008.0
20080101051014,4,+2,芝1200m,8/30(土),札幌,16頭,クインズプレイヤー,55.0,五十冬,9.0,4,10R,まりも特別,15,牝,美浦,本郷,444,2008.0
20080101051015,3,+14,芝1200m,8/30(土),札幌,16頭,リルティングソング,52.0,芹沢,17.8,8,10R,まりも特別,16,牝,美浦,和田,464,2008.0
20080101051100,5,-14,芝2600m,8/30(土),札幌,7頭,ハギノプリンセス,55.0,安藤勝,2.2,1,11R,阿寒湖特別,1,牝,栗東,鮫島,466,2008.0
20080101051101,3,+16,芝2600m,8/30(土),札幌,7頭,ドリームノクターン,54.0,藤岡佑,8.5,5,11R,阿寒湖特別,2,牡,美浦,斎藤誠,504,2008.0
20080101051102,4,-8,芝2600m,8/30(土),札幌,7頭,オーバーカムオール,57.0,古川,5.1,3,11R,阿寒湖特別,3,牡,美浦,古賀慎,504,2008.0
20080101051103,3,+4,芝2600m,8/30(土),札幌,7頭,ダンツウィニング,54.0,藤田,3.6,2,11R,阿寒湖特別,4,牡,栗東,山内,518,2008.0
20080101051104,6,0,芝2600m,8/30(土),札幌,7頭,マースエンペラー,57.0,岩田,5.7,4,11R,阿寒湖特別,5,牡,栗東,藤岡健,500,2008.0
20080101051105,7,0,芝2600m,8/30(土),札幌,7頭,エプソムボス,57.0,大野,49.3,7,11R,阿寒湖特別,6,牡,美浦,石栗,514,2008.0
20080101051106,7,+6,芝2600m,8/30(土),札幌,7頭,ウインバリエンテ,57.0,五十冬,46.1,6,11R,阿寒湖特別,7,セ,美浦,清水英,454,2008.0
20080101051200,4,-10,芝1500m,8/30(土),札幌,14頭,アサヒバロン,57.0,横山典,3.4,1,12R,３歳上５００万下,1,牡,美浦,菅原,524,2008.0
20080101051201,3,+4,芝1500m,8/30(土),札幌,14頭,ゲイルカフェ,54.0,小島,15.9,7,12R,３歳上５００万下,2,牡,美浦,小島太,436,2008.0
20080101051202,4,+2,芝1500m,8/30(土),札幌,14頭,フラワータキシード,57.0,藤田,4.8,2,12R,３歳上５００万下,3,牡,美浦,本間,468,2008.0
20080101051203,5,-2,芝1500m,8/30(土),札幌,14頭,サクラモサ,56.0,☆三浦,12.4,6,12R,３歳上５００万下,4,牡,栗東,梅田智,490,2008.0
20080101051204,3,+14,芝1500m,8/30(土),札幌,14頭,ベルモントノエル,52.0,菊沢,18.5,8,12R,３歳上５００万下,5,牝,美浦,田村,458,2008.0
20080101051205,4,+8,芝1500m,8/30(土),札幌,14頭,ツルマルオジョウ,55.0,藤岡佑,7.7,5,12R,３歳上５００万下,6,牝,栗東,橋口,456,2008.0
20080101051206,3,0,芝1500m,8/30(土),札幌,14頭,ライトオブマリア,52.0,五十冬,53.6,10,12R,３歳上５００万下,7,牝,地方,石本孝,460,2008.0
20080101051207,4,0,芝1500m,8/30(土),札幌,14頭,マイネルカーロ,57.0,大野,5.7,3,12R,３歳上５００万下,8,牡,美浦,松山将,484,2008.0
20080101051208,3,+4,芝1500m,8/30(土),札幌,14頭,コスモクルトゥーラ,51.0,▲丸田,72.4,11,12R,３歳上５００万下,9,牡,美浦,畠山重,456,2008.0
20080101051209,3,+6,芝1500m,8/30(土),札幌,14頭,マイサイドキック,53.0,☆北村友,76.1,12,12R,３歳上５００万下,10,牡,栗東,岩元,500,2008.0
20080101051210,4,+2,芝1500m,8/30(土),札幌,14頭,スイングロウ,55.0,長谷川,20.9,9,12R,３歳上５００万下,11,牝,美浦,成島,434,2008.0
20080101051211,4,-7,芝1500m,8/30(土),札幌,14頭,ヒルノナタリー,54.0,☆的場,92.3,13,12R,３歳上５００万下,12,牝,美浦,清水美,438,2008.0
20080101051212,5,+8,芝1500m,8/30(土),札幌,14頭,マイネルスカット,57.0,岩田,7.6,4,12R,３歳上５００万下,12,牡,美浦,上原,500,2008.0
20080101051213,3,-2,芝1500m,8/30(土),札幌,14頭,タキノチドリ,52.0,山口竜,104.7,14,12R,３歳上５００万下,14,牝,地方,角川秀,444,2008.0
20080101060100,2,-14,芝1500m,8/31(日),札幌,14頭,パスピエ,54.0,岩田,17.0,7,1R,２歳未勝利,1,牝,栗東,小崎,420,2008.0
20080101060101,2,+2,芝1500m,8/31(日),札幌,14頭,クーデグレイス,54.0,横山典,3.3,1,1R,２歳未勝利,2,牝,美浦,栗田,458,2008.0
20080101060102,2,-2,芝1500m,8/31(日),札幌,14頭,カネトシコウショウ,54.0,秋山,9.2,5,1R,２歳未勝利,3,牡,栗東,中村,466,2008.0
20080101060103,2,+4,芝1500m,8/31(日),札幌,14頭,セイウンウィスパー,54.0,勝浦,32.2,10,1R,２歳未勝利,4,牡,美浦,水野,462,2008.0
20080101060104,2,+2,芝1500m,8/31(日),札幌,14頭,ガリアーノ,54.0,池添,14.0,6,1R,２歳未勝利,5,牡,栗東,池添,444,2008.0
20080101060105,2,+4,芝1500m,8/31(日),札幌,14頭,シルクメビウス,54.0,和田,20.4,8,1R,２歳未勝利,6,牡,栗東,領家,464,2008.0
20080101060106,2,-2,芝1500m,8/31(日),札幌,14頭,コスモピグマン,51.0,▲丸田,109.7,13,1R,２歳未勝利,7,牡,美浦,伊藤伸,456,2008.0
20080101060107,2,+4,芝1500m,8/31(日),札幌,14頭,ブレーヴゴールド,54.0,藤岡佑,36.9,11,1R,２歳未勝利,8,牡,美浦,高木,446,2008.0
20080101060108,2,+2,芝1500m,8/31(日),札幌,14頭,アイディンパワー,54.0,藤田,4.5,2,1R,２歳未勝利,9,牡,栗東,本田,462,2008.0
20080101060109,2,+2,芝1500m,8/31(日),札幌,14頭,マキノワールド,54.0,大野,110.1,14,1R,２歳未勝利,10,牡,美浦,土田,448,2008.0
20080101060110,2,+4,芝1500m,8/31(日),札幌,14頭,メジロブラボー,54.0,長谷川,44.1,12,1R,２歳未勝利,11,牝,栗東,北出,456,2008.0
20080101060111,2,+4,芝1500m,8/31(日),札幌,14頭,タイキジャガー,54.0,松岡,28.0,9,1R,２歳未勝利,12,牡,美浦,伊藤圭,458,2008.0
20080101060112,2,+8,芝1500m,8/31(日),札幌,14頭,ドレッシー,54.0,安藤勝,5.4,3,1R,２歳未勝利,13,牝,栗東,鮫島,466,2008.0
20080101060113,2,+2,芝1500m,8/31(日),札幌,14頭,ウインリーズン,53.0,☆三浦,7.9,4,1R,２歳未勝利,14,牡,美浦,加藤征,444,2008.0
20080101060200,3,+4,ダ1000m,8/31(日),札幌,12頭,ヴォイジャー,53.0,▲丸田,9.4,4,2R,３歳未勝利,1,牡,美浦,岩戸,500,2008.0
